gene_set_id	phenotype	definition	gene_symbol	ensembl_gene_id	evidence	effect_direction	effect_beta	p_value	source_id	notes
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ACACA	ENSG00000278540	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ACAD9	ENSG00000177646	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ACADM	ENSG00000117054	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ACADS	ENSG00000122971	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ACBD6	ENSG00000230124	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ACER3	ENSG00000078124	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ACO2	ENSG00000100412	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ACOX1	ENSG00000161533	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ACSL4	ENSG00000068366	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ACTB	ENSG00000075624	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ACTG1	ENSG00000184009	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ACTL6A	ENSG00000136518	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ACTL6B	ENSG00000077080	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ACY1	ENSG00000243989	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ADAM22	ENSG00000008277	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ADAR	ENSG00000160710	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ADARB1	ENSG00000197381	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ADAT3	ENSG00000213638	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ADD1	ENSG00000087274	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ADD3	ENSG00000148700	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ADGRG1	ENSG00000205336	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ADGRL1	ENSG00000072071	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ADK	ENSG00000156110	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ADNP	ENSG00000101126	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ADSL	ENSG00000239900	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AFF2	ENSG00000155966	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AFF3	ENSG00000144218	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AFF4	ENSG00000072364	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AGA	ENSG00000038002	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AGO1	ENSG00000092847	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AGO2	ENSG00000123908	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AGTPBP1	ENSG00000135049	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AHCY	ENSG00000101444	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AHDC1	ENSG00000126705	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AHI1	ENSG00000135541	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AIFM1	ENSG00000156709	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AIMP1	ENSG00000164022	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AKT3	ENSG00000117020	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ALDH18A1	ENSG00000059573	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ALDH3A2	ENSG00000072210	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ALDH4A1	ENSG00000159423	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ALDH5A1	ENSG00000112294	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ALDH7A1	ENSG00000164904	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ALG1	ENSG00000033011	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ALG11	ENSG00000253710	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ALG12	ENSG00000182858	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ALG13	ENSG00000101901	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ALG3	ENSG00000214160	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ALG6	ENSG00000088035	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ALG8	ENSG00000159063	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ALG9	ENSG00000086848	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ALKBH8	ENSG00000137760	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ALMS1	ENSG00000116127	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AMER1	ENSG00000184675	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AMPD2	ENSG00000116337	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AMT	ENSG00000145020	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ANK2	ENSG00000145362	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ANK3	ENSG00000151150	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ANKRD11	ENSG00000167522	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ANKRD17	ENSG00000132466	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ANO4	ENSG00000151572	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AP1G1	ENSG00000166747	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AP1S1	ENSG00000106367	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AP1S2	ENSG00000182287	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AP2M1	ENSG00000161203	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AP3B1	ENSG00000132842	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AP3B2	ENSG00000103723	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AP4B1	ENSG00000134262	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AP4E1	ENSG00000081014	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AP4M1	ENSG00000221838	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	AP4S1	ENSG00000100478	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	APC2	ENSG00000115266	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	APOPT1	ENSG00000256053	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARCN1	ENSG00000095139	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARF1	ENSG00000143761	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARF3	ENSG00000134287	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARFGEF1	ENSG00000066777	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARFGEF2	ENSG00000124198	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARG1	ENSG00000118520	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARHGEF9	ENSG00000131089	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARID1A	ENSG00000117713	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARID1B	ENSG00000049618	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARID2	ENSG00000189079	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARL13B	ENSG00000169379	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARL6	ENSG00000113966	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARMC9	ENSG00000135931	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARSA	ENSG00000100299	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARSB	ENSG00000113273	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARSE	ENSG00000157399	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_green	Intellectual disability	PanelApp green/high-evidence genes	ARV1	ENSG00000173409	3	.	.	.	panelapp_intellectual_disability_v11.26	.
